CEP_inicial,Latitude_inicial,Longitude_inicial,Dia_do_voo,Hora_inicial,Velocidade,CEP_final,Latitude_final,Longitude_final,Pouso,Hora_final
82710320.0,-49.2588717776273,-25.3550854904869,3,15:49:53,72,82600070.0,-49.2112438117616,-25.3907411036522,NAO,15:56:22
82600070.0,-49.2112438117616,-25.3907411036522,3,15:56:22,36,81312000.0,-49.3152229520216,-25.5030856483401,SIM,16:25:53
81312000.0,-49.3152229520216,-25.5030856483401,3,16:25:53,92,81590577.0,-49.2002912221858,-25.4923383333506,SIM,16:35:14
81590577.0,-49.2002912221858,-25.4923383333506,3,16:35:14,76,81610090.0,-49.2413676273212,-25.4829752828427,NAO,16:39:55
81610090.0,-49.2413676273212,-25.4829752828427,3,16:39:55,40,82510514.0,-49.2401459999717,-25.4130335000161,SIM,16:46:40
82510514.0,-49.2401459999717,-25.4130335000161,3,16:46:40,76,81590220.0,-49.1983598981544,-25.4821304044981,SIM,16:54:06
81590220.0,-49.1983598981544,-25.4821304044981,3,16:54:06,64,80210400.0,-49.2468984999865,-25.4463780000737,NAO,17:00:18
80210400.0,-49.2468984999865,-25.4463780000737,3,17:00:18,48,80520550.0,-49.2770964271839,-25.403621771614,NAO,17:06:08
80520550.0,-49.2770964271839,-25.403621771614,3,17:06:08,84,82650060.0,-49.242762203191,-25.3808622827653,SIM,17:10:05
82650060.0,-49.242762203191,-25.3808622827653,3,17:10:05,72,81560250.0,-49.2181798796427,-25.4891353622078,SIM,17:19:53
81560250.0,-49.2181798796427,-25.4891353622078,3,17:19:53,60,81450350.0,-49.348047000162,-25.4902280000456,SIM,17:35:07
81450350.0,-49.348047000162,-25.4902280000456,3,17:35:07,76,80730450.0,-49.2924205417543,-25.4295930000255,SIM,17:41:36
80730450.0,-49.2924205417543,-25.4295930000255,3,17:41:36,40,80050435.0,-49.2435107491958,-25.4305533081275,NAO,17:50:24
80050435.0,-49.2435107491958,-25.4305533081275,3,17:50:24,92,81770160.0,-49.244546883763,-25.5296962833892,NAO,17:57:17
81770160.0,-49.244546883763,-25.5296962833892,3,17:57:17,76,82821016.0,-49.209505500185,-25.4270763750322,SIM,18:04:04
82821016.0,-49.209505500185,-25.4270763750322,3,18:04:04,40,81470370.0,-49.3341110960705,-25.5778784839382,SIM,18:37:44
81470370.0,-49.3341110960705,-25.5778784839382,3,18:37:44,68,81490010.0,-49.3537353191769,-25.6154928550559,NAO,18:42:36
81490010.0,-49.3537353191769,-25.6154928550559,3,18:42:36,36,81020150.0,-49.2875810685635,-25.4852090685074,SIM,18:58:33
81020150.0,-49.2875810685635,-25.4852090685074,3,18:58:33,68,80510360.0,-49.2858097118247,-25.4193944591681,SIM,19:03:12
80510360.0,-49.2858097118247,-25.4193944591681,4,06:00:00,44,80820310.0,-49.2906611455039,-25.4086845373433,NAO,06:02:21
80820310.0,-49.2906611455039,-25.4086845373433,4,06:02:21,36,82800310.0,-49.2266446131255,-25.4363060856137,NAO,06:15:18
82800310.0,-49.2266446131255,-25.4363060856137,4,06:15:18,72,82930370.0,-49.2053096781914,-25.4627990031427,SIM,06:19:07
82930370.0,-49.2053096781914,-25.4627990031427,4,06:19:07,80,81260470.0,-49.3499858333103,-25.4878793333939,NAO,06:33:01
81260470.0,-49.3499858333103,-25.4878793333939,4,06:33:01,88,81150120.0,-49.3040621642926,-25.5170223068465,SIM,06:38:11
81150120.0,-49.3040621642926,-25.5170223068465,4,06:38:11,84,81910390.0,-49.261658650228,-25.5316857069475,NAO,06:42:56
81910390.0,-49.261658650228,-25.5316857069475,4,06:42:56,92,82810220.0,-49.2176039050576,-25.4362783812433,NAO,06:49:00
82810220.0,-49.2176039050576,-25.4362783812433,4,06:49:00,52,82600750.0,-49.2162615000035,-25.3958555000045,SIM,06:52:50
82600750.0,-49.2162615000035,-25.3958555000045,4,06:52:50,72,82860400.0,-49.1978955789077,-25.3861406843164,NAO,06:55:41
82860400.0,-49.1978955789077,-25.3861406843164,4,06:55:41,60,82520150.0,-49.2373089094202,-25.4121197273283,NAO,07:02:01
82520150.0,-49.2373089094202,-25.4121197273283,4,07:02:01,48,81250482.0,-49.3378683447999,-25.4865966553425,NAO,07:20:18
81250482.0,-49.3378683447999,-25.4865966553425,4,07:20:18,56,81490620.0,-49.3349370738516,-25.6132684714507,SIM,07:34:56
81490620.0,-49.3349370738516,-25.6132684714507,4,07:34:56,40,80820350.0,-49.2948596739003,-25.4104868271504,SIM,07:53:02
80820350.0,-49.2948596739003,-25.4104868271504,4,07:53:02,52,81250190.0,-49.3477187290333,-25.4787356976141,NAO,08:04:44
81250190.0,-49.3477187290333,-25.4787356976141,4,08:04:44,64,82100270.0,-49.2883068119821,-25.4014680627492,NAO,08:12:54
82100270.0,-49.2883068119821,-25.4014680627492,4,08:12:54,72,82940170.0,-49.2228321157173,-25.454631812,NAO,08:21:33
82940170.0,-49.2228321157173,-25.454631812,4,08:21:33,72,82520590.0,-49.2261971905551,-25.4131761050287,NAO,08:24:51
82520590.0,-49.2261971905551,-25.4131761050287,4,08:24:51,64,81610220.0,-49.2455067502822,-25.4840165002992,NAO,08:32:40
81610220.0,-49.2455067502822,-25.4840165002992,4,08:32:40,44,82820300.0,-49.2017098689937,-25.4107437445588,NAO,08:41:49
82820300.0,-49.2017098689937,-25.4107437445588,4,08:41:49,80,81450140.0,-49.3493514288727,-25.4974735953017,SIM,08:57:30
81450140.0,-49.3493514288727,-25.4974735953017,4,08:57:30,44,81520290.0,-49.2410266625473,-25.4627057622716,SIM,09:13:10
81520290.0,-49.2410266625473,-25.4627057622716,4,09:13:10,52,82530060.0,-49.2359359145395,-25.425394880957,NAO,09:17:01
82530060.0,-49.2359359145395,-25.425394880957,4,09:17:01,80,81230480.0,-49.3394493683984,-25.4646281053601,NAO,09:27:49
81230480.0,-49.3394493683984,-25.4646281053601,4,09:27:49,52,82130282.0,-49.2743298330015,-25.3808727224324,NAO,09:38:10
82130282.0,-49.2743298330015,-25.3808727224324,4,09:38:10,68,82650470.0,-49.2428589272921,-25.3694403145923,NAO,09:42:20
82650470.0,-49.2428589272921,-25.3694403145923,4,09:42:20,52,81550430.0,-49.20628701026,-25.4903390577391,NAO,09:58:27
81550430.0,-49.20628701026,-25.4903390577391,4,09:58:27,40,81200160.0,-49.3213627999599,-25.4320014000022,SIM,10:16:54
81200160.0,-49.3213627999599,-25.4320014000022,4,10:16:54,36,81935050.0,-49.2544885303963,-25.555508412277,SIM,10:44:42
81935050.0,-49.2544885303963,-25.555508412277,4,10:44:42,48,81920230.0,-49.2654606035168,-25.540158846702,NAO,10:47:34
81920230.0,-49.2654606035168,-25.540158846702,4,10:47:34,44,82920090.0,-49.2065936315104,-25.4493406843058,NAO,10:58:47
82920090.0,-49.2065936315104,-25.4493406843058,4,10:58:47,48,82320460.0,-49.3507954592113,-25.4077602271442,NAO,11:18:30
82320460.0,-49.3507954592113,-25.4077602271442,4,11:18:30,40,81570092.0,-49.2394309559741,-25.47733771481,NAO,11:41:22
81570092.0,-49.2394309559741,-25.47733771481,4,11:41:22,64,81540160.0,-49.2166009443659,-25.4663186667815,NAO,11:44:50
81540160.0,-49.2166009443659,-25.4663186667815,4,11:44:50,52,82960200.0,-49.2107938551622,-25.468586333766,NAO,11:46:45
82960200.0,-49.2107938551622,-25.468586333766,4,11:46:45,56,82115020.0,-49.2858709374701,-25.3852616256441,SIM,11:59:08
82115020.0,-49.2858709374701,-25.3852616256441,4,11:59:08,80,81250210.0,-49.3473682666473,-25.4756844576971,SIM,12:08:07
81250210.0,-49.3473682666473,-25.4756844576971,4,12:08:07,64,82960518.0,-49.1984884999811,-25.4654572500437,SIM,12:23:40
82960518.0,-49.1984884999811,-25.4654572500437,4,12:23:40,84,81490400.0,-49.3357867186009,-25.5959260793478,SIM,12:38:49
81490400.0,-49.3357867186009,-25.5959260793478,4,12:38:49,72,81480125.0,-49.3118706658535,-25.5614706374337,NAO,12:42:39
81480125.0,-49.3118706658535,-25.5614706374337,4,12:42:39,88,80440020.0,-49.300747838027,-25.4428337956861,NAO,12:48:56
80440020.0,-49.300747838027,-25.4428337956861,4,12:48:56,36,82015720.0,-49.3341400767781,-25.4187128462549,SIM,12:55:40
82015720.0,-49.3341400767781,-25.4187128462549,4,12:55:40,84,80330250.0,-49.3077515647853,-25.4685255880972,NAO,13:00:41
80330250.0,-49.3077515647853,-25.4685255880972,4,13:00:41,88,80010010.0,-49.2679877486134,-25.4267759520353,NAO,13:05:11
80010010.0,-49.2679877486134,-25.4267759520353,4,13:05:11,96,82030020.0,-49.3162606368294,-25.3946174297227,NAO,13:09:48
82030020.0,-49.3162606368294,-25.3946174297227,4,13:09:48,68,80440090.0,-49.2916224997606,-25.4443285001079,NAO,13:15:47
80440090.0,-49.2916224997606,-25.4443285001079,4,13:15:47,44,82950220.0,-49.2173702690989,-25.4538040386831,NAO,13:27:58
82950220.0,-49.2173702690989,-25.4538040386831,4,13:27:58,44,82840140.0,-49.2092009936114,-25.4035558681452,SIM,13:33:00
82840140.0,-49.2092009936114,-25.4035558681452,4,13:33:00,92,81850712.0,-49.2571259563704,-25.5293962610013,SIM,13:42:12
81850712.0,-49.2571259563704,-25.5293962610013,4,13:42:12,52,80060040.0,-49.263280830672,-25.4318069334388,NAO,13:49:47
80060040.0,-49.263280830672,-25.4318069334388,4,13:49:47,52,81170755.0,-49.3308090343913,-25.5160188418949,SIM,14:04:09
81170755.0,-49.3308090343913,-25.5160188418949,4,14:04:09,40,82980520.0,-49.1880231206476,-25.4702554549873,SIM,14:26:44
82980520.0,-49.1880231206476,-25.4702554549873,4,14:26:44,52,81270220.0,-49.3531713829059,-25.4591060306723,NAO,14:48:04
81270220.0,-49.3531713829059,-25.4591060306723,4,14:48:04,36,81770140.0,-49.2459991910781,-25.5277922333666,NAO,15:09:19
81770140.0,-49.2459991910781,-25.5277922333666,4,15:09:19,76,80810020.0,-49.2959062863188,-25.4179269867733,NAO,15:18:03
80810020.0,-49.2959062863188,-25.4179269867733,4,15:18:03,56,81935303.0,-49.2658406002244,-25.5548054287395,SIM,15:30:59
81935303.0,-49.2658406002244,-25.5548054287395,4,15:30:59,80,81450195.0,-49.3532384355102,-25.4997584943394,NAO,15:39:26
81450195.0,-49.3532384355102,-25.4997584943394,4,15:39:26,88,81880380.0,-49.2924784574248,-25.5395481532947,NAO,15:45:56
81880380.0,-49.2924784574248,-25.5395481532947,4,15:45:56,84,81265330.0,-49.3713250851996,-25.4702238422545,NAO,15:53:42
81265330.0,-49.3713250851996,-25.4702238422545,4,15:53:42,72,81460239.0,-49.3365793791746,-25.5325141725804,NAO,16:00:42
81460239.0,-49.3365793791746,-25.5325141725804,4,16:00:42,88,82650230.0,-49.2469517894625,-25.3772499488416,SIM,16:10:57
82650230.0,-49.2469517894625,-25.3772499488416,4,16:10:57,56,80010200.0,-49.2748090324017,-25.4499691308346,SIM,16:20:33
80010200.0,-49.2748090324017,-25.4499691308346,4,16:20:33,56,81470055.0,-49.3383968771216,-25.5630048148415,NAO,16:35:57
81470055.0,-49.3383968771216,-25.5630048148415,4,16:35:57,36,81230395.0,-49.340662832648,-25.4630444265055,NAO,16:45:41
81230395.0,-49.340662832648,-25.4630444265055,4,16:45:41,96,81550240.0,-49.2110857497498,-25.4774264375435,SIM,16:55:54
81550240.0,-49.2110857497498,-25.4774264375435,4,16:55:54,36,82960488.0,-49.210649939143,-25.4654066369594,NAO,16:58:08
82960488.0,-49.210649939143,-25.4654066369594,4,16:58:08,44,82640710.0,-49.2360147500568,-25.3761139167061,SIM,17:06:38
82640710.0,-49.2360147500568,-25.3761139167061,4,17:06:38,56,80620370.0,-49.2746421817496,-25.4578113636589,SIM,17:17:39
80620370.0,-49.2746421817496,-25.4578113636589,4,17:17:39,72,80060170.0,-49.2593020468696,-25.4278721677395,NAO,17:20:49
80060170.0,-49.2593020468696,-25.4278721677395,4,17:20:49,84,81130330.0,-49.3062616741933,-25.5102533750322,SIM,17:28:31
81130330.0,-49.3062616741933,-25.5102533750322,4,17:28:31,68,80540290.0,-49.2667691092792,-25.4060056184402,SIM,17:36:10
80540290.0,-49.2667691092792,-25.4060056184402,4,17:36:10,92,81590045.0,-49.1988741650016,-25.4936220026944,NAO,17:44:18
81590045.0,-49.1988741650016,-25.4936220026944,4,17:44:18,36,80820650.0,-49.3068074987427,-25.4121630005226,SIM,18:04:36
80820650.0,-49.3068074987427,-25.4121630005226,4,18:04:36,48,80410000.0,-49.2875646174355,-25.4213661621413,NAO,18:08:44
80410000.0,-49.2875646174355,-25.4213661621413,4,18:08:44,52,81720360.0,-49.2525244997371,-25.5259885359266,NAO,18:21:58
81720360.0,-49.2525244997371,-25.5259885359266,4,18:21:58,80,82300430.0,-49.3463656911546,-25.4211195918941,NAO,18:32:05
82300430.0,-49.3463656911546,-25.4211195918941,4,18:32:05,76,81010160.0,-49.2756320910121,-25.4761700909245,NAO,18:40:47
81010160.0,-49.2756320910121,-25.4761700909245,4,18:40:47,84,81350607.0,-49.3366327775834,-25.5098119631631,NAO,18:47:23
81350607.0,-49.3366327775834,-25.5098119631631,4,18:47:23,76,82210230.0,-49.2634891111916,-25.3823373333611,NAO,18:57:00
82210230.0,-49.2634891111916,-25.3823373333611,4,18:57:00,76,81490562.0,-49.3302336035246,-25.6007006282316,NAO,19:14:55
81490562.0,-49.3302336035246,-25.6007006282316,5,06:00:00,64,82900480.0,-49.2173394258684,-25.445789018659,SIM,06:17:41
82900480.0,-49.2173394258684,-25.445789018659,5,06:17:41,48,81470089.0,-49.3290482775162,-25.5687003611858,NAO,06:37:01
81470089.0,-49.3290482775162,-25.5687003611858,5,06:37:01,68,82010390.0,-49.3275682857714,-25.4282395714462,SIM,06:45:35
82010390.0,-49.3275682857714,-25.4282395714462,5,06:45:35,40,80030200.0,-49.2602838398977,-25.4196624320568,NAO,06:57:03
80030200.0,-49.2602838398977,-25.4196624320568,5,06:57:03,40,80610300.0,-49.2889687454307,-25.463999400884,NAO,07:06:58
80610300.0,-49.2889687454307,-25.463999400884,5,07:06:58,84,82220563.0,-49.2790128333043,-25.3564836666715,SIM,07:12:57
82220563.0,-49.2790128333043,-25.3564836666715,5,07:12:57,60,81050411.0,-49.305864,-25.482982,NAO,07:26:44
81050411.0,-49.305864,-25.482982,5,07:26:44,44,82015100.0,-49.3254408265132,-25.4177303741766,SIM,07:33:19
82015100.0,-49.3254408265132,-25.4177303741766,5,07:33:19,40,80050440.0,-49.2411146661928,-25.4325298004091,NAO,07:48:18
80050440.0,-49.2411146661928,-25.4325298004091,5,07:48:18,80,80730270.0,-49.3020722939492,-25.4395442941516,NAO,07:54:35
80730270.0,-49.3020722939492,-25.4395442941516,5,07:54:35,72,81490370.0,-49.3348460297419,-25.5945839118607,SIM,08:08:01
81490370.0,-49.3348460297419,-25.5945839118607,5,08:08:01,88,82130162.0,-49.2691345002354,-25.3808898753791,NAO,08:19:19
82130162.0,-49.2691345002354,-25.3808898753791,5,08:19:19,80,81570010.0,-49.2379956248079,-25.4740384750357,SIM,08:27:19
81570010.0,-49.2379956248079,-25.4740384750357,5,08:27:19,68,82840120.0,-49.2167226661471,-25.4055829533743,NAO,08:32:34
82840120.0,-49.2167226661471,-25.4055829533743,5,08:32:34,40,80230090.0,-49.2723309760101,-25.4390390483783,SIM,08:43:13
80230090.0,-49.2723309760101,-25.4390390483783,5,08:43:13,88,81452334.0,-49.3539056000423,-25.5061884000766,NAO,08:51:15
81452334.0,-49.3539056000423,-25.5061884000766,5,08:51:15,72,81110190.0,-49.2879505576038,-25.4985135816744,NAO,08:58:42
81110190.0,-49.2879505576038,-25.4985135816744,5,08:58:42,64,82315100.0,-49.3562615743809,-25.4138947234128,NAO,09:09:10
82315100.0,-49.3562615743809,-25.4138947234128,5,09:09:10,84,82640400.0,-49.2387994310608,-25.3780721034646,NAO,09:20:04
82640400.0,-49.2387994310608,-25.3780721034646,5,09:20:04,40,81570240.0,-49.2271006252739,-25.4811182084669,NAO,09:31:58
81570240.0,-49.2271006252739,-25.4811182084669,5,09:31:58,52,82515190.0,-49.229496,-25.399238,NAO,09:38:30
82515190.0,-49.229496,-25.399238,5,09:38:30,60,81050610.0,-49.3106146746474,-25.4838938211145,SIM,09:52:03
81050610.0,-49.3106146746474,-25.4838938211145,5,09:52:03,52,81590210.0,-49.198611250503,-25.4814447782289,NAO,10:07:00
81590210.0,-49.198611250503,-25.4814447782289,5,10:07:00,44,81870352.0,-49.2937684998992,-25.5241770000303,SIM,10:23:50
81870352.0,-49.2937684998992,-25.5241770000303,5,10:23:50,36,81900670.0,-49.2827186530876,-25.5457748986399,NAO,10:29:39
81900670.0,-49.2827186530876,-25.5457748986399,5,10:29:39,52,81510040.0,-49.2465827083158,-25.4602953492636,NAO,10:37:40
81510040.0,-49.2465827083158,-25.4602953492636,5,10:37:40,60,82930000.0,-49.2076848688181,-25.4522168930604,NAO,10:42:58
82930000.0,-49.2076848688181,-25.4522168930604,5,10:42:58,92,81590340.0,-49.2043714494834,-25.486945243492,NAO,10:46:09
81590340.0,-49.2043714494834,-25.486945243492,5,10:46:09,40,81260160.0,-49.348703,-25.488209,NAO,11:09:56
81260160.0,-49.348703,-25.488209,5,11:09:56,64,82200216.0,-49.270339250004,-25.3890870000006,SIM,11:20:14
82200216.0,-49.270339250004,-25.3890870000006,5,11:20:14,84,81260412.0,-49.3545312407406,-25.4811505865638,NAO,11:30:29
81260412.0,-49.3545312407406,-25.4811505865638,5,11:30:29,64,82100470.0,-49.2952852364297,-25.3984034918396,NAO,11:40:56
82100470.0,-49.2952852364297,-25.3984034918396,5,11:40:56,44,81260210.0,-49.350391101116,-25.4862514891775,SIM,11:52:37
81260210.0,-49.350391101116,-25.4862514891775,5,11:52:37,96,82700540.0,-49.2570179996848,-25.3703488003616,NAO,12:02:44
82700540.0,-49.2570179996848,-25.3703488003616,5,12:02:44,56,82100440.0,-49.2932765649519,-25.3942804783177,NAO,12:08:14
82100440.0,-49.2932765649519,-25.3942804783177,5,12:08:14,52,80710600.0,-49.3006978054742,-25.4224698510365,NAO,12:11:41
80710600.0,-49.3006978054742,-25.4224698510365,5,12:11:41,48,82220133.0,-49.2639595000711,-25.3760098333463,NAO,12:20:27
82220133.0,-49.2639595000711,-25.3760098333463,5,12:20:27,68,80250085.0,-49.2805507832172,-25.4428916686675,NAO,12:25:48
80250085.0,-49.2805507832172,-25.4428916686675,5,12:25:48,48,82530380.0,-49.2336060009616,-25.4300625729625,SIM,12:34:08
82530380.0,-49.2336060009616,-25.4300625729625,5,12:34:08,56,81070310.0,-49.3079769301493,-25.4777156282764,NAO,12:45:39
81070310.0,-49.3079769301493,-25.4777156282764,5,12:45:39,88,80540140.0,-49.2605236422368,-25.4021061827475,NAO,12:51:27
80540140.0,-49.2605236422368,-25.4021061827475,5,12:51:27,40,81230392.0,-49.340657573102,-25.4603003707953,NAO,13:08:59
81230392.0,-49.340657573102,-25.4603003707953,5,13:08:59,76,80215650.0,-49.2490664368478,-25.4484380190541,SIM,13:17:59
80215650.0,-49.2490664368478,-25.4484380190541,5,13:17:59,76,81510570.0,-49.242520655745,-25.4741691564102,SIM,13:21:07
81510570.0,-49.242520655745,-25.4741691564102,5,13:21:07,52,80040150.0,-49.2505313635874,-25.419191727292,NAO,13:25:59
80040150.0,-49.2505313635874,-25.419191727292,5,13:25:59,36,81900560.0,-49.2709988129397,-25.5386532636233,SIM,13:51:49
81900560.0,-49.2709988129397,-25.5386532636233,5,13:51:49,52,81150130.0,-49.3043711084487,-25.5161805037496,NAO,13:57:06
81150130.0,-49.3043711084487,-25.5161805037496,5,13:57:06,56,81480170.0,-49.3185828888561,-25.5633003333374,NAO,14:03:34
81480170.0,-49.3185828888561,-25.5633003333374,5,14:03:34,80,81920747.0,-49.2526856997565,-25.5329949004335,NAO,14:10:08
81920747.0,-49.2526856997565,-25.5329949004335,5,14:10:08,80,80010160.0,-49.2498549128683,-25.3975876007521,NAO,14:17:33
80010160.0,-49.2498549128683,-25.3975876007521,5,14:17:33,88,82930390.0,-49.2047594214569,-25.4608672106041,NAO,14:23:56
82930390.0,-49.2047594214569,-25.4608672106041,5,14:23:56,84,81710300.0,-49.2608604414495,-25.4995227903921,NAO,14:30:20
81710300.0,-49.2608604414495,-25.4995227903921,5,14:30:20,84,80710350.0,-49.3086768002282,-25.4333576000608,NAO,14:36:27
80710350.0,-49.3086768002282,-25.4333576000608,5,14:36:27,48,82020560.0,-49.3241349981993,-25.401157660715,NAO,14:41:07
82020560.0,-49.3241349981993,-25.401157660715,5,14:41:07,48,82415070.0,-49.3367376666649,-25.3666350000001,SIM,14:45:49
82415070.0,-49.3367376666649,-25.3666350000001,5,14:45:49,68,82990198.0,-49.1987434093442,-25.4560595000466,NAO,15:02:48
82990198.0,-49.1987434093442,-25.4560595000466,5,15:02:48,64,81490280.0,-49.3235433911466,-25.5975675014877,NAO,15:18:38
81490280.0,-49.3235433911466,-25.5975675014877,5,15:18:38,80,81315685.0,-49.3255583333193,-25.5115270000027,NAO,15:24:39
81315685.0,-49.3255583333193,-25.5115270000027,5,15:24:39,60,81350712.0,-49.3371847691929,-25.4960801542241,SIM,15:27:28
81350712.0,-49.3371847691929,-25.4960801542241,5,15:27:28,84,81920500.0,-49.2544219342922,-25.5428123134011,SIM,15:36:06
81920500.0,-49.2544219342922,-25.5428123134011,5,15:36:06,80,82220142.0,-49.2640974005018,-25.3755612295988,NAO,15:45:00
82220142.0,-49.2640974005018,-25.3755612295988,5,15:45:00,36,82990000.0,-49.198121637253,-25.4637044472508,SIM,16:06:44
82990000.0,-49.198121637253,-25.4637044472508,5,16:06:44,44,81590270.0,-49.203473764438,-25.4844592157371,SIM,16:11:07
81590270.0,-49.203473764438,-25.4844592157371,5,16:11:07,80,82980600.0,-49.1916779820241,-25.4666337593647,SIM,16:13:31
82980600.0,-49.1916779820241,-25.4666337593647,5,16:13:31,68,81610020.0,-49.2479963707565,-25.4773976954983,NAO,16:20:18
81610020.0,-49.2479963707565,-25.4773976954983,5,16:20:18,40,80210200.0,-49.2447534999719,-25.4425802500035,NAO,16:24:18
80210200.0,-49.2447534999719,-25.4425802500035,5,16:24:18,88,82630494.0,-49.2197021839363,-25.3769201560983,SIM,16:28:46
82630494.0,-49.2197021839363,-25.3769201560983,5,16:28:46,72,81935437.0,-49.2495865835216,-25.5569929167696,SIM,16:44:02
81935437.0,-49.2495865835216,-25.5569929167696,5,16:44:02,40,81330550.0,-49.323856720273,-25.4845347422664,NAO,16:57:03
81330550.0,-49.323856720273,-25.4845347422664,5,16:57:03,64,80310110.0,-49.3131981040754,-25.4618760201347,SIM,16:59:50
80310110.0,-49.3131981040754,-25.4618760201347,5,16:59:50,84,82310433.0,-49.372483,-25.43107,NAO,17:05:40
82310433.0,-49.372483,-25.43107,5,17:05:40,48,81010170.0,-49.2757205974116,-25.4783570614136,NAO,17:21:41
81010170.0,-49.2757205974116,-25.4783570614136,5,17:21:41,56,81460140.0,-49.3064697407443,-25.5504730020315,SIM,17:31:22
81460140.0,-49.3064697407443,-25.5504730020315,5,17:31:22,80,81130270.0,-49.3009496047833,-25.5076616583274,NAO,17:34:41
81130270.0,-49.3009496047833,-25.5076616583274,5,17:34:41,44,82821020.0,-49.2160678044742,-25.4233146347775,NAO,17:49:20
